row,date,cpu00,densityestimate,logdensityestimate
282,2026-06-10T10:20:19,14.29,0.00023299765467368867,-3.63265
283,2026-06-10T10:20:20,14.29,0.00720974321026018,-2.14208
284,2026-06-10T10:20:21,13.64,0.005644603581057948,-2.24837
285,2026-06-10T10:20:22,15.79,0.006676768650862212,-2.17543
286,2026-06-10T10:20:23,14.29,0.011060315223080534,-1.95623
287,2026-06-10T10:20:24,7.69,0.008289542649253225,-2.08147
288,2026-06-10T10:20:25,16.67,0.006607665186063023,-2.17995
289,2026-06-10T10:20:26,15.18,0.002001786944191607,-2.69858
290,2026-06-10T10:20:27,14.29,0.01129163667147458,-1.94724
291,2026-06-10T10:20:29,14.41,0.008460198688391065,-2.07262
292,2026-06-10T10:20:30,15.93,0.0011927173189178362,-2.92346
293,2026-06-10T10:20:31,11.93,0.007686030958922042,-2.1143
294,2026-06-10T10:20:32,14.41,0.005977893615655615,-2.22345
295,2026-06-10T10:20:33,14.41,0.006610469251869362,-2.17977
296,2026-06-10T10:20:34,14.41,0.008231146700966077,-2.08454
297,2026-06-10T10:20:35,14.29,0.005947606513176619,-2.22566
298,2026-06-10T10:20:36,16.67,0.006430022651407846,-2.19179
299,2026-06-10T10:20:37,11.11,0.010536342391730265,-1.97731
300,2026-06-10T10:20:38,12.73,0.014543063968377956,-1.83734
301,2026-06-10T10:20:39,16.67,0.008639290515920092,-2.06352
302,2026-06-10T10:20:40,13.51,0.007501439743495699,-2.12486
303,2026-06-10T10:20:41,10.38,0.003072788063139662,-2.51247
304,2026-06-10T10:20:42,18.58,0.0005756047103853498,-3.23988
305,2026-06-10T10:20:43,15.04,0.009082257784740047,-2.04181
306,2026-06-10T10:20:45,13.51,0.012466446759317297,-1.90426
307,2026-06-10T10:20:46,14.29,0.0012620659605036809,-2.89892
308,2026-06-10T10:20:47,14.29,0.007589946257952484,-2.11976
309,2026-06-10T10:20:48,12.04,0.015970464497026642,-1.79668
310,2026-06-10T10:20:49,15.79,0.00621064174670473,-2.20686
311,2026-06-10T10:20:50,13.64,0.002250212911905685,-2.64778
312,2026-06-10T10:20:51,9.43,0.0070775696413779305,-2.15012
313,2026-06-10T10:20:52,14.29,0.00396183800904499,-2.4021
314,2026-06-10T10:20:53,13.64,0.010384062451720447,-1.98363
315,2026-06-10T10:20:54,14.29,0.00539893705298533,-2.26769
316,2026-06-10T10:20:55,14.29,0.00765544980416282,-2.11603
317,2026-06-10T10:20:56,15.18,0.009454618809282129,-2.02436
318,2026-06-10T10:20:57,15.79,0.0045971098341088335,-2.33752
319,2026-06-10T10:20:58,12.84,0.008430527315953859,-2.07415
320,2026-06-10T10:20:59,12.73,0.00019829008365030232,-3.7027
321,2026-06-10T10:21:00,12.84,0.0038013248535990287,-2.42007
322,2026-06-10T10:21:01,13.51,0.005114159810669281,-2.29123
323,2026-06-10T10:21:02,14.41,0.004503129249630115,-2.34649
324,2026-06-10T10:21:03,14.29,0.006139436018839144,-2.21187
325,2026-06-10T10:21:04,13.51,0.010750531212637391,-1.96857
326,2026-06-10T10:21:05,9.43,0.006478811438360776,-2.1885
327,2026-06-10T10:21:06,15.93,0.0005915477703331895,-3.22801
328,2026-06-10T10:21:07,14.29,0.010190601382843487,-1.9918
329,2026-06-10T10:21:08,14.41,0.002085752446263021,-2.68074
330,2026-06-10T10:21:09,13.51,0.016134233717999016,-1.79225
331,2026-06-10T10:21:10,15.79,0.0028104069900362276,-2.55123
332,2026-06-10T10:21:11,14.41,0.007120642155904926,-2.14748
333,2026-06-10T10:21:12,11.93,0.009395798117525115,-2.02707
334,2026-06-10T10:21:13,16.67,0.004443113558762745,-2.35231
335,2026-06-10T10:21:14,15.04,0.011342552204233034,-1.94529
336,2026-06-10T10:21:15,12.84,0.005940862550439992,-2.22615
337,2026-06-10T10:21:16,15.04,0.00038585586425709536,-3.41357
338,2026-06-10T10:21:17,15.04,0.012138967705497506,-1.91582
339,2026-06-10T10:21:18,12.84,0.00761924570965657,-2.11809
340,2026-06-10T10:21:19,11.93,0.016190717324257732,-1.79073
341,2026-06-10T10:21:20,15.18,0.00877832284523152,-2.05659
342,2026-06-10T10:21:21,13.51,0.006712763787313971,-2.1731
343,2026-06-10T10:21:22,15.18,0.0033003908440814586,-2.48143
344,2026-06-10T10:21:23,14.29,0.0036061252767416656,-2.44296
345,2026-06-10T10:21:24,16.52,0.006403181758402025,-2.1936
346,2026-06-10T10:21:25,16.67,0.0001628925063143653,-3.7881
347,2026-06-10T10:21:26,12.04,0.003118602402424449,-2.50604
348,2026-06-10T10:21:27,16.52,0.007310413192878985,-2.13606
349,2026-06-10T10:21:28,14.29,0.001642436280265804,-2.78451
350,2026-06-10T10:21:29,14.41,0.008594748406751201,-2.06577
351,2026-06-10T10:21:30,14.41,0.0007955380751913345,-3.09934
352,2026-06-10T10:21:31,15.79,0.0064696487164349,-2.18912
353,2026-06-10T10:21:32,12.84,0.011160598855585697,-1.95231
354,2026-06-10T10:21:33,9.43,3.0217492474894807e-06,-5.51974
355,2026-06-10T10:21:34,17.39,0.01218030617494176,-1.91434
356,2026-06-10T10:21:35,15.93,0.005947042364080331,-2.2257
357,2026-06-10T10:21:36,14.00,2.4675139694515255e-07,-6.60774
358,2026-06-10T10:21:37,7.77,0.012507400485285751,-1.90283
359,2026-06-10T10:21:38,15.18,0.0035346189657746033,-2.45166
360,2026-06-10T10:21:39,16.07,0.00016791103484702365,-3.77492
361,2026-06-10T10:21:40,13.89,0.0036545095432035713,-2.43717
362,2026-06-10T10:21:41,14.55,8.343665924764196e-05,-4.07864
363,2026-06-10T10:21:42,15.93,0.003578803010228437,-2.44626
364,2026-06-10T10:21:43,15.93,0.016572954102583595,-1.7806
365,2026-06-10T10:21:44,15.45,0.00984918875997753,-2.0066
366,2026-06-10T10:21:45,10.58,1.5534980769344085e-09,-8.80869
367,2026-06-10T10:21:46,64.44,7.001776357388123e-11,-10.1548
368,2026-06-10T10:21:47,84.52,2.091567949928767e-05,-4.67953
369,2026-06-10T10:21:48,100.00,7.76634749196557e-06,-5.10978
370,2026-06-10T10:21:49,57.30,1.873849640546262e-11,-10.7273
371,2026-06-10T10:21:50,60.00,4.1385046597266144e-10,-9.38316
372,2026-06-10T10:21:51,0.00,1.0473375128189658e-11,-10.9799
373,2026-06-10T10:21:52,47.44,2.4216498984115085e-11,-10.6159
374,2026-06-10T10:21:53,42.86,1.0678432620251205e-14,-13.9715
375,2026-06-10T10:21:54,2.13,1.0248154406326086e-28,-27.9894
376,2026-06-10T10:21:55,20.88,1.4414616981782856e-18,-17.8412
377,2026-06-10T10:21:56,20.21,2.5859563049987537e-10,-9.58738
378,2026-06-10T10:21:57,8.51,2.9620666758379824e-36,-35.5284
379,2026-06-10T10:21:58,25.53,1.9538545732092248e-20,-19.7091
380,2026-06-10T10:21:59,13.83,2.3446805436729253e-16,-15.6299
381,2026-06-10T10:22:00,1.08,1.097553520187613e-21,-20.9596
382,2026-06-10T10:22:01,2.13,3.481640899332424e-27,-26.4582
383,2026-06-10T10:22:02,15.62,2.2104256387924277e-18,-17.6555
384,2026-06-10T10:22:03,15.79,1.0811844151638702e-15,-14.9661
385,2026-06-10T10:22:04,2.15,6.1600150334008445e-18,-17.2104
386,2026-06-10T10:22:05,41.67,6.28076586518336e-14,-13.202
